recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend,treatment,cond,random_number
7,1) $0 - $100,29.99,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,FALSE,0.9005751619115472
3,2) $100 - $200,107.41,1,0,Surburban,1,Web,No E-Mail,0,0,0,0,TRUE,0.3963898450601846
11,1) $0 - $100,37.85,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,FALSE,0.06071548233740032
11,1) $0 - $100,29.99,1,0,Urban,1,Web,Mens E-Mail,0,0,0,1,FALSE,0.4623335574287921
7,5) $500 - $750,602.01,1,0,Urban,1,Web,No E-Mail,0,0,0,0,TRUE,0.2570094410330057
1,"7) $1,000 +",1053.03,1,0,Rural,1,Phone,Mens E-Mail,1,0,0,1,TRUE,0.5973854165058583
10,2) $100 - $200,131.09,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,FALSE,0.37058101780712605
2,1) $0 - $100,59.11,1,0,Surburban,0,Web,Mens E-Mail,0,0,0,1,TRUE,0.9111184177454561
4,4) $350 - $500,457.54,0,1,Rural,1,Phone,Mens E-Mail,0,0,0,1,TRUE,0.6231713884044439
9,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,0,0,0,0,FALSE,0.5826171543449163
10,1) $0 - $100,29.99,0,1,Rural,1,Phone,No E-Mail,0,0,0,0,FALSE,0.3414020682685077
7,4) $350 - $500,468.7,1,0,Urban,0,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.37865429231896996
10,2) $100 - $200,134.81,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,FALSE,0.2721173516474664
1,1) $0 - $100,37.16,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,TRUE,0.0031677985098212957
9,3) $200 - $350,244.14,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,FALSE,0.3073422694578767
6,3) $200 - $350,260.8,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,FALSE,0.620127484202385
5,3) $200 - $350,234.32,0,1,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.626219036988914
10,2) $100 - $200,140.92,1,0,Surburban,1,Web,No E-Mail,0,0,0,0,FALSE,0.6562950990628451
8,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,FALSE,0.17157626198604703
5,5) $500 - $750,696.98,1,1,Rural,1,Multichannel,No E-Mail,0,0,0,0,TRUE,0.21013484429568052
5,1) $0 - $100,66.33,0,1,Rural,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.9469481313135475
9,"6) $750 - $1,000",901.05,1,1,Surburban,1,Multichannel,No E-Mail,0,0,0,0,TRUE,0.3779756152071059
10,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,FALSE,0.3974851258099079
2,1) $0 - $100,68.69,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,TRUE,0.8176297422032803
9,3) $200 - $350,206.65,1,1,Urban,0,Multichannel,No E-Mail,0,0,0,0,TRUE,0.48947165440768003
10,2) $100 - $200,135.9,1,0,Surburban,1,Web,No E-Mail,0,0,0,0,FALSE,0.8958782129921019
5,3) $200 - $350,325.3,0,1,Urban,0,Multichannel,Mens E-Mail,1,0,0,1,TRUE,0.8527126149274409
8,1) $0 - $100,30.26,0,1,Rural,0,Web,Mens E-Mail,1,0,0,1,FALSE,0.20397994900122285
9,5) $500 - $750,724.61,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,TRUE,0.08496209816075861
9,2) $100 - $200,132.12,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,FALSE,0.037064478965476155
1,4) $350 - $500,480.53,1,0,Rural,1,Phone,Mens E-Mail,0,0,0,1,TRUE,0.33382151066325605
5,5) $500 - $750,646.59,1,0,Surburban,1,Web,Mens E-Mail,1,0,0,1,TRUE,0.33958107559010386
10,1) $0 - $100,43.2,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,FALSE,0.9277290527243167
5,1) $0 - $100,64.37,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,TRUE,0.3203608032781631
10,"6) $750 - $1,000",946.65,0,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.37837635818868876
9,1) $0 - $100,44.42,1,0,Urban,1,Web,Mens E-Mail,0,0,0,1,FALSE,0.23068143869750202
2,1) $0 - $100,48.22,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.6058167107403278
2,4) $350 - $500,370.34,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,TRUE,0.06285676755942404
9,3) $200 - $350,274.15,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,FALSE,0.2285687136463821
11,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,FALSE,0.04376105428673327
3,3) $200 - $350,337.85,1,1,Surburban,0,Multichannel,Mens E-Mail,1,0,0,1,TRUE,0.18175264401361346
8,3) $200 - $350,221.29,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,FALSE,0.2774469666182995
1,2) $100 - $200,139.95,1,0,Urban,1,Phone,Mens E-Mail,1,0,0,1,TRUE,0.9073160353582352
2,3) $200 - $350,285.3,0,1,Urban,0,Web,No E-Mail,0,0,0,0,TRUE,0.20040292129851878
12,1) $0 - $100,44.48,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,FALSE,0.279187916778028
4,4) $350 - $500,449.21,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,TRUE,0.13279162789694965
2,"7) $1,000 +",1093.03,1,1,Surburban,1,Phone,No E-Mail,0,0,0,0,TRUE,0.06940810941159725
12,2) $100 - $200,151.66,0,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,FALSE,0.15739014046266675
5,1) $0 - $100,29.99,1,0,Urban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.06452231202274561
1,1) $0 - $100,31.43,1,0,Surburban,1,Web,No E-Mail,0,0,0,0,TRUE,0.3551849815994501
1,1) $0 - $100,86.14,1,0,Urban,1,Web,Mens E-Mail,0,0,0,1,TRUE,0.9434934051241726
3,3) $200 - $350,270.91,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,TRUE,0.3238792105112225
2,3) $200 - $350,251.49,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.08626591600477695
7,1) $0 - $100,41.11,1,0,Rural,0,Web,No E-Mail,0,0,0,0,FALSE,0.961639542132616
2,2) $100 - $200,129.58,1,0,Rural,1,Web,Mens E-Mail,1,0,0,1,TRUE,0.5292195614892989
9,4) $350 - $500,462.27,1,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.13104844954796135
6,3) $200 - $350,224.34,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,FALSE,0.25300894514657557
1,4) $350 - $500,350.17,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,TRUE,0.1629538673441857
4,1) $0 - $100,60.65,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,TRUE,0.368768694344908
4,"6) $750 - $1,000",787.83,1,1,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.32143766223452985
9,1) $0 - $100,98.78,0,1,Urban,0,Web,No E-Mail,0,0,0,0,FALSE,0.006375329568982124
10,2) $100 - $200,115.41,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,FALSE,0.3049075920134783
4,5) $500 - $750,733.18,1,0,Urban,1,Phone,No E-Mail,0,0,0,0,TRUE,0.04137225518934429
6,2) $100 - $200,189.95,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,FALSE,0.07056125486269593
2,3) $200 - $350,200.68,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.23888033558614552
7,1) $0 - $100,85.05,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,FALSE,0.454774180194363
7,4) $350 - $500,354.5,1,0,Rural,0,Web,No E-Mail,0,0,0,0,TRUE,0.33123887283727527
12,1) $0 - $100,58.05,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,FALSE,0.865235195029527
1,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,0,0,0,0,TRUE,0.050090577686205506
6,1) $0 - $100,29.99,1,0,Rural,1,Phone,Mens E-Mail,0,0,0,1,FALSE,0.35176451271399856
5,5) $500 - $750,719.47,1,0,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.07097085961140692
12,2) $100 - $200,155.06,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,FALSE,0.37547266064211726
7,2) $100 - $200,138.19,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,FALSE,0.29857707768678665
7,5) $500 - $750,666.51,0,1,Urban,1,Phone,Mens E-Mail,0,0,0,1,TRUE,0.3966813553124666
6,1) $0 - $100,43.96,0,1,Urban,0,Web,Mens E-Mail,1,0,0,1,FALSE,0.41217645932920277
7,1) $0 - $100,29.99,1,0,Rural,1,Phone,No E-Mail,0,0,0,0,FALSE,0.8831256886478513
2,4) $350 - $500,356.27,0,1,Urban,0,Phone,Mens E-Mail,1,0,0,1,TRUE,0.7794675768818706
2,2) $100 - $200,128.74,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,TRUE,0.3424366875551641
6,"7) $1,000 +",1358.15,1,0,Urban,1,Multichannel,Mens E-Mail,1,0,0,1,TRUE,0.9626402009744197
7,3) $200 - $350,212.56,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,FALSE,0.8423367426730692
7,1) $0 - $100,98.08,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,FALSE,0.9386164012830704
10,1) $0 - $100,39.44,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,FALSE,0.5463776404503733
11,4) $350 - $500,408.27,0,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.04180745198391378
6,1) $0 - $100,29.99,1,0,Rural,1,Phone,No E-Mail,0,0,0,0,FALSE,0.15789427352137864
3,4) $350 - $500,378.1,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,TRUE,0.45203217724338174
4,2) $100 - $200,127.41,1,0,Urban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.759096879279241
3,3) $200 - $350,226.54,1,1,Surburban,0,Web,No E-Mail,0,0,0,0,TRUE,0.27414474193938076
4,2) $100 - $200,177.79,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,TRUE,0.6736757457256317
11,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,FALSE,0.7179002582561225
6,1) $0 - $100,45.79,1,0,Rural,0,Phone,Mens E-Mail,0,0,0,1,FALSE,0.10755229787901044
2,1) $0 - $100,96.19,1,0,Rural,1,Phone,No E-Mail,0,0,0,0,TRUE,0.24437851551920176
9,3) $200 - $350,211.68,1,1,Urban,0,Phone,Mens E-Mail,1,0,0,1,FALSE,0.08490023692138493
3,3) $200 - $350,291.21,1,0,Urban,1,Web,Mens E-Mail,0,0,0,1,TRUE,0.5074668934103101
4,3) $200 - $350,236.89,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.13428328721784055
1,5) $500 - $750,632.34,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,TRUE,0.4837391576729715
8,2) $100 - $200,103.42,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,FALSE,0.14136198861524463
2,2) $100 - $200,147.85,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,TRUE,0.19138957327231765
5,1) $0 - $100,57.75,1,0,Surburban,0,Web,Mens E-Mail,0,0,0,1,TRUE,0.6113304093014449
2,3) $200 - $350,231.81,1,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,TRUE,0.2499410817399621
3,3) $200 - $350,272.42,1,1,Urban,1,Web,Mens E-Mail,0,0,0,1,TRUE,0.12842920888215303
1,3) $200 - $350,312.47,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.34503609710372984
10,1) $0 - $100,33.41,1,0,Urban,0,Web,No E-Mail,0,0,0,0,FALSE,0.46575373178347945
3,1) $0 - $100,48.07,0,1,Urban,0,Web,Mens E-Mail,1,0,0,1,TRUE,0.7720004920847714
1,4) $350 - $500,498.1,0,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.9054838796146214
8,1) $0 - $100,65.03,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,FALSE,0.3605497251264751
10,1) $0 - $100,34.97,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0,1,FALSE,0.05838603083975613
12,2) $100 - $200,132.23,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,FALSE,0.5345886161085218
10,2) $100 - $200,107.34,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,FALSE,0.20850270567461848
2,1) $0 - $100,65.72,0,1,Urban,1,Web,No E-Mail,0,0,0,0,TRUE,0.48495883774012327
10,1) $0 - $100,92.46,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,FALSE,0.982336548389867
9,1) $0 - $100,32.62,1,0,Surburban,1,Web,No E-Mail,1,0,0,0,FALSE,0.44093476491980255
6,3) $200 - $350,235.7,0,1,Urban,0,Web,No E-Mail,0,0,0,0,FALSE,0.20493264426477253
6,1) $0 - $100,54.37,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,FALSE,0.9535727454349399
5,"6) $750 - $1,000",781.91,1,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,TRUE,0.34617117093876004
10,1) $0 - $100,41.88,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,FALSE,0.41053974255919456
4,3) $200 - $350,247.43,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,TRUE,0.35405885870568454
10,3) $200 - $350,212.19,1,1,Surburban,0,Phone,Mens E-Mail,1,0,0,1,FALSE,0.11395427118986845
3,3) $200 - $350,346.3,0,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.4773891349323094
10,2) $100 - $200,133.05,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,FALSE,0.46343555417843163
1,2) $100 - $200,117.75,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,TRUE,0.11899157823063433
10,1) $0 - $100,73.03,0,1,Urban,0,Web,Mens E-Mail,0,0,0,1,FALSE,0.10785469226539135
1,4) $350 - $500,457.9,0,1,Urban,0,Web,Mens E-Mail,1,0,0,1,TRUE,0.19535119994543493
9,5) $500 - $750,523.24,1,0,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.8121424131095409
10,2) $100 - $200,125.16,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,FALSE,0.09402541536837816
5,1) $0 - $100,29.99,1,0,Urban,0,Web,Mens E-Mail,0,0,0,1,TRUE,0.1149523404892534
11,1) $0 - $100,29.99,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,FALSE,0.27683257195167243
3,4) $350 - $500,420.66,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.5663310028612614
3,1) $0 - $100,74.03,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,TRUE,0.39244172046892345
8,1) $0 - $100,88.11,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,FALSE,0.46219341992400587
2,4) $350 - $500,353.23,1,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,TRUE,0.0377286693546921
5,1) $0 - $100,29.99,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,TRUE,0.6955275319050997
9,2) $100 - $200,185.15,0,1,Urban,0,Web,Mens E-Mail,0,0,0,1,FALSE,0.18924330617301166
9,3) $200 - $350,319.75,0,1,Surburban,1,Phone,No E-Mail,0,0,0,0,TRUE,0.11299967672675848
10,4) $350 - $500,445.58,0,1,Surburban,0,Phone,Mens E-Mail,1,0,0,1,TRUE,0.7089435323141515
11,2) $100 - $200,106.38,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,FALSE,0.031795729883015156
10,3) $200 - $350,330.42,0,1,Surburban,0,Phone,Mens E-Mail,1,0,0,1,TRUE,0.39351966022513807
5,1) $0 - $100,29.99,1,0,Rural,0,Web,Mens E-Mail,1,0,0,1,TRUE,0.5317302194889635
1,"6) $750 - $1,000",823.03,1,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,TRUE,0.15841479692608118
1,"7) $1,000 +",1236.83,1,1,Urban,1,Multichannel,No E-Mail,0,0,0,0,TRUE,0.16581506677903235
5,5) $500 - $750,546.84,1,1,Urban,1,Phone,No E-Mail,0,0,0,0,TRUE,0.11066467338241637
12,1) $0 - $100,60.15,0,1,Rural,0,Web,No E-Mail,0,0,0,0,FALSE,0.624879606300965
2,"6) $750 - $1,000",942.02,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,TRUE,0.18948620581068099
2,1) $0 - $100,69.85,1,0,Rural,0,Phone,No E-Mail,1,0,0,0,TRUE,0.22183310356922448
4,"7) $1,000 +",1429.06,0,1,Urban,1,Phone,Mens E-Mail,0,0,0,1,TRUE,0.9018407589755952
7,3) $200 - $350,286.82,1,1,Rural,0,Web,No E-Mail,0,0,0,0,FALSE,0.5284758321940899
6,3) $200 - $350,204.58,1,0,Surburban,1,Web,No E-Mail,0,0,0,0,FALSE,0.31879364023916423
4,"6) $750 - $1,000",843.4,1,0,Surburban,1,Multichannel,No E-Mail,0,0,0,0,TRUE,0.1491305639501661
12,2) $100 - $200,192.62,0,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,FALSE,0.26636033901013434
10,3) $200 - $350,306.31,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,TRUE,0.5952136449050158
11,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0,0,0,0,FALSE,0.15643684612587094
2,1) $0 - $100,79.71,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.9327406594529748
3,"6) $750 - $1,000",897.77,1,1,Surburban,1,Phone,No E-Mail,0,0,0,0,TRUE,0.1350246553774923
9,"6) $750 - $1,000",768.06,1,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.009365455014631152
6,3) $200 - $350,263.63,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,FALSE,0.14031186467036605
10,3) $200 - $350,220.93,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,FALSE,0.6814488845411688
5,3) $200 - $350,349.03,1,0,Rural,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.6949894744902849
12,1) $0 - $100,29.99,0,1,Rural,0,Web,No E-Mail,0,0,0,0,FALSE,0.519711033673957
11,1) $0 - $100,96.19,1,0,Urban,0,Phone,Mens E-Mail,0,0,0,1,FALSE,0.3577420157380402
2,4) $350 - $500,409.86,0,1,Urban,0,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.8392068650573492
11,2) $100 - $200,128.15,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,FALSE,0.8857136371079832
7,2) $100 - $200,176.02,1,0,Urban,1,Web,No E-Mail,0,0,0,0,FALSE,0.7205296256579459
10,1) $0 - $100,92.08,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,FALSE,0.44870840292423964
7,1) $0 - $100,95.15,1,0,Urban,1,Web,Mens E-Mail,0,0,0,1,FALSE,0.42668177536688745
12,4) $350 - $500,388.82,1,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.2276244938839227
8,2) $100 - $200,106.88,1,0,Urban,0,Web,No E-Mail,1,0,0,0,FALSE,0.2617903931532055
11,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,0,0,0,0,FALSE,0.06770855677314103
6,2) $100 - $200,101.19,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,FALSE,0.5930434775073081
3,1) $0 - $100,31.93,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.1502851324621588
2,1) $0 - $100,91.34,1,0,Urban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.8228443248663098
4,2) $100 - $200,173.75,1,0,Surburban,0,Web,No E-Mail,1,0,0,0,TRUE,0.19098489684984088
5,4) $350 - $500,451.55,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,TRUE,0.1556695569306612
11,2) $100 - $200,144.94,1,0,Urban,1,Web,No E-Mail,0,0,0,0,FALSE,0.23688832367770374
3,3) $200 - $350,205.93,0,1,Surburban,0,Phone,Mens E-Mail,1,0,0,1,TRUE,0.4916745924856514
4,3) $200 - $350,309.3,1,0,Urban,1,Web,Mens E-Mail,0,0,0,1,TRUE,0.06292168935760856
4,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,0,0,0,0,TRUE,0.2963923367206007
9,3) $200 - $350,201.01,1,0,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.8473348210100085
2,2) $100 - $200,152.96,0,1,Urban,1,Web,No E-Mail,0,0,0,0,TRUE,0.03227607300505042
6,1) $0 - $100,29.99,1,0,Rural,0,Web,No E-Mail,0,0,0,0,FALSE,0.7242106730118394
1,1) $0 - $100,65.3,0,1,Rural,1,Web,Mens E-Mail,1,0,0,1,TRUE,0.3538940662983805
2,1) $0 - $100,38.78,0,1,Rural,1,Phone,Mens E-Mail,0,0,0,1,TRUE,0.04163830587640405
5,2) $100 - $200,120.71,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,TRUE,0.8304733955301344
2,3) $200 - $350,220.95,1,1,Rural,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.9176564617082477
10,3) $200 - $350,264.17,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,FALSE,0.862577720079571
8,3) $200 - $350,322.98,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0,0,TRUE,0.08084338204935193
11,3) $200 - $350,236.21,0,1,Urban,1,Phone,No E-Mail,1,0,0,0,FALSE,0.31791559350676835
7,4) $350 - $500,377.06,0,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.7996596379671246
2,2) $100 - $200,117.73,0,1,Surburban,0,Phone,Mens E-Mail,1,0,0,1,TRUE,0.6858645840547979
5,4) $350 - $500,402.44,1,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.3187623161356896
8,4) $350 - $500,481.43,1,0,Urban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.07723262021318078
2,2) $100 - $200,183.81,0,1,Surburban,1,Web,Mens E-Mail,1,0,0,1,TRUE,0.12946598324924707
10,2) $100 - $200,140.07,1,0,Surburban,0,Web,Mens E-Mail,0,0,0,1,FALSE,0.04296441446058452
8,2) $100 - $200,164.79,1,0,Rural,1,Phone,No E-Mail,0,0,0,0,FALSE,0.7721394028048962
1,4) $350 - $500,362.02,0,1,Urban,0,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.3566739745438099
11,2) $100 - $200,134.98,1,0,Rural,0,Web,No E-Mail,0,0,0,0,FALSE,0.07641124981455505
5,1) $0 - $100,71.41,0,1,Urban,1,Phone,Mens E-Mail,0,0,0,1,TRUE,0.8360798403155059
4,4) $350 - $500,378.12,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,TRUE,0.3781538102775812
11,2) $100 - $200,154.55,0,1,Rural,1,Phone,No E-Mail,0,0,0,0,FALSE,0.4482053113169968
10,1) $0 - $100,85.53,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,FALSE,0.29956732876598835
3,2) $100 - $200,180.89,1,0,Surburban,0,Web,Mens E-Mail,0,0,0,1,TRUE,0.9914814119692892
12,1) $0 - $100,85.23,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,FALSE,0.19740444817580283
11,2) $100 - $200,111.6,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,FALSE,0.42086153849959373
2,5) $500 - $750,554.6,1,0,Rural,1,Web,Mens E-Mail,0,0,0,1,TRUE,0.18418036284856498
1,2) $100 - $200,188.55,1,0,Urban,1,Web,Mens E-Mail,0,0,0,1,TRUE,0.4215373380575329
9,4) $350 - $500,365.11,1,0,Urban,0,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.5563463252037764
8,1) $0 - $100,29.99,0,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,FALSE,0.10557660786435008
1,3) $200 - $350,264.07,1,0,Rural,0,Multichannel,No E-Mail,0,0,0,0,TRUE,0.49042054754681885
5,5) $500 - $750,511.86,0,1,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.9712287778966129
2,2) $100 - $200,135.96,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,TRUE,0.7309390539303422
6,3) $200 - $350,239.52,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,FALSE,0.04773121094331145
10,1) $0 - $100,32.44,0,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,FALSE,0.4942320832051337
10,3) $200 - $350,241.5,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,FALSE,0.3510954019147903
5,3) $200 - $350,234.87,0,1,Urban,1,Phone,Mens E-Mail,0,0,0,1,TRUE,0.9455088165123016
1,1) $0 - $100,29.99,0,1,Urban,1,Phone,Mens E-Mail,0,0,0,1,TRUE,0.01799705787561834
4,4) $350 - $500,401.71,0,1,Surburban,1,Phone,No E-Mail,0,0,0,0,TRUE,0.35566127952188253
5,4) $350 - $500,463.36,1,1,Urban,0,Web,Mens E-Mail,0,0,0,1,TRUE,0.4266508605796844
5,3) $200 - $350,329.69,1,1,Surburban,1,Phone,No E-Mail,1,0,0,0,TRUE,0.27268777787685394
9,4) $350 - $500,445,1,0,Rural,1,Web,No E-Mail,0,0,0,0,TRUE,0.10865299240686
12,3) $200 - $350,338.79,0,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.013698641443625093
5,2) $100 - $200,138.66,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,TRUE,0.934649856062606
2,5) $500 - $750,674.86,0,1,Rural,1,Web,Mens E-Mail,0,0,0,1,TRUE,0.16158223967067897
7,4) $350 - $500,491.87,0,1,Urban,0,Web,No E-Mail,0,0,0,0,TRUE,0.2744124860037118
5,5) $500 - $750,640.16,1,1,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.5338774512056261
9,4) $350 - $500,461.47,1,0,Rural,0,Web,No E-Mail,0,0,0,0,TRUE,0.27867702720686793
1,1) $0 - $100,58.63,0,1,Rural,0,Phone,Mens E-Mail,1,0,0,1,TRUE,0.4804671846795827
4,2) $100 - $200,118.93,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,TRUE,0.3808337873779237
5,4) $350 - $500,383.05,1,0,Urban,1,Web,Mens E-Mail,0,0,0,1,TRUE,0.5616217765491456
10,1) $0 - $100,50.28,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0,1,FALSE,0.15182270645163953
2,2) $100 - $200,108.37,1,0,Surburban,1,Web,Mens E-Mail,0,0,0,1,TRUE,0.6852828408591449
10,1) $0 - $100,93.9,0,1,Urban,1,Phone,Mens E-Mail,0,0,0,1,FALSE,0.1770029936451465
5,1) $0 - $100,32.39,1,0,Rural,1,Web,Mens E-Mail,0,0,0,1,TRUE,0.3422940948512405
2,"7) $1,000 +",1096.6,1,0,Surburban,1,Phone,Mens E-Mail,1,0,0,1,TRUE,0.31237656180746853
3,3) $200 - $350,273.66,1,0,Rural,1,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.9070368150714785
4,3) $200 - $350,346.55,1,1,Surburban,1,Web,Mens E-Mail,1,0,0,1,TRUE,0.5688875371124595
3,1) $0 - $100,39.3,1,0,Urban,1,Web,No E-Mail,0,0,0,0,TRUE,0.21562057314440608
